Words,counts
"('napangiti', 'ako')",311
"('nang', 'dahil')",311
"('si', 'leandro')",310
"('kaniyang', 'mukha')",310
"('to', 'go')",310
"('na', 'kita')",309
"('nya', 'sa')",309
"('dagdag', 'pa')",309
"('niya', 'para')",309
"('ba', 'kayo')",309
"('aking', 'sarili')",308
"('at', 'hinawakan')",308
"('tabi', 'ng')",308
"('ang', 'taong')",308
"('namin', 'na')",308
"('ngayon', 'ko')",308
"('bakas', 'sa')",307
"('tao', 'na')",307
"('ang', 'babae')",307
"('isang', 'malaking')",307
"('na', 'alam')",307
"('am', 'i')",306
"('ngayon', 'si')",306
"('lumabas', 'sa')",306
"('na', 'halos')",306
"('niya', 'alam')",306
"('bago', 'ako')",306
"('harapan', 'ko')",306
"('naman', 'ito')",305
"('lang', 'sila')",305
"('kuwintas', 'na')",305
"('pumasok', 'na')",304
"('sa', 'bibig')",304
"('malamig', 'na')",304
"('you', 'will')",304
"('na', 'nakatingin')",304
"('si', 'angelita')",304
"('lamang', 'ako')",303
"('bakit', 'mo')",303
"('napahinga', 'na')",303
"('ng', 'simbahan')",303
"('mga', 'oras')",303
"('buti', 'na')",302
"('si', 'enrique')",301
"('sa', 'bawat')",301
"('know', 'that')",300
"('pero', 'ang')",300
"('to', 'you')",300
"('nasa', 'loob')",300
"('kay', 'celestina')",300
"('na', 'gawa')",300
"('alam', 'pero')",299
"('kasi', 'ako')",299
"('sa', 'hacienda')",299
"('of', 'course')",299
"('what', 'happened')",299
"('pa', 'sila')",299
"('ilang', 'saglit')",299
"('ang', 'ganda')",298
"('tried', 'to')",298
"('ng', 'mukha')",298
"('kumuha', 'ng')",298
"('si', 'angelie')",298
"('in', 'front')",297
"('mga', 'magulang')",297
"('kaya', 'lang')",297
"('he', 'looked')",297
"('bahagi', 'ng')",297
"('kailangan', 'kong')",297
"('wala', 'kang')",296
"('sa', 'pamilya')",296
"('they', 'are')",295
"('bago', 'siya')",295
"('na', 'nang')",295
"('tanong', 'nito')",295
"('malakas', 'ang')",295
"('inis', 'na')",294
"('totoo', 'lang')",294
"('ko', 'sila')",294
"('you', 'have')",294
"('at', 'saka')",294
"('sa', 'kabila')",293
"('ako', 'habang')",293
"('sakin', 'ang')",293
"('muna', 'ang')",293
"('naman', 'talaga')",293
"('ang', 'ilan')",293
"('hinawakan', 'ni')",292
"('siya', 'nga')",292
"('pa', 'akong')",291
"('ni', 'papa')",291
"('kundi', 'ang')",291
"('ang', 'balikat')",291
"('ni', 'hyungwon')",291
"('at', 'mas')",291
"('anong', 'ginagawa')",290
"('kamay', 'sa')",290
"('hinawakan', 'niya')",290
"('tell', 'me')",290
"('sa', 'leeg')",290
"('with', 'me')",290
"('kayo', 'ng')",289
"('bakit', 'parang')",289
"('ni', 'josefina')",289
"('from', 'the')",289
"('malaman', 'kung')",289
"('ni', 'fate')",289
"('ni', 'henry')",288
"('with', 'a')",288
"('ang', 'dahilan')",288
"('ang', 'totoo')",288
"('sa', 'iba')",288
"('patuloy', 'na')",287
"('that', 'you')",287
"('agad', 'ang')",287
"('kahit', 'hindi')",287
"('ang', 'paligid')",287
"('at', 'napatingin')",287
"('we', 'are')",286
"('ni', 'william')",286
"('at', 'tumingin')",286
"('maria', 'at')",285
"('ginawa', 'niya')",285
"('ulit', 'ang')",285
"('hindi', 'sila')",285
"('na', 'tila')",284
"('ang', 'gagawin')",284
"('bukod', 'doon')",284
"('bulong', 'ni')",283
"('bulong', 'ko')",283
"('of', 'me')",283
"('the', 'way')",283
"('bibig', 'ko')",283
"('dahilan', 'kung')",282
"('ibig', 'kong')",282
"('tara', 'na')",282
"('ni', 'zian')",282
"('ni', 'manang')",281
"('like', 'a')",281
"('nakikita', 'ko')",281
"('panimula', 'ni')",281
"('the', 'first')",281
"('ay', 'isang')",281
"('mabilis', 'akong')",281
"('to', 'him')",281
"('kaya', 'pala')",280
"('sabay', 'turo')",280
"('isang', 'araw')",280
"('kamay', 'at')",279
"('boses', 'ni')",279
"('was', 'a')",279
"('na', 'dapat')",279
"('na', 'ikinagulat')",278
"('napansin', 'ko')",278
"('at', 'halos')",278
"('nikolas', 'sa')",278
"('i', 'couldnt')",278
"('may', 'gusto')",278
"('by', 'the')",278
"('at', 'niyakap')",278
"('ama', 'na')",277
"('ama', 'at')",277
"('kanya', 'at')",277
"('right', 'now')",277
"('i', 'really')",276
"('rin', 'akong')",276
"('sana', 'siya')",276
"('started', 'to')",275
"('ng', 'ibang')",275
"('doon', 'ay')",275
"('lang', 'ni')",275
"('marinig', 'ko')",275
"('umupo', 'sa')",275
"('napapikit', 'na')",275
"('kanya', 'ang')",274
"('isang', 'babae')",274
"('napatango', 'naman')",274
"('pinto', 'ng')",274
"('mga', 'babae')",274
"('na', 'nararamdaman')",274
"('lang', 'dahil')",274
"('mukha', 'nito')",274
"('dahil', 'baka')",274
"('front', 'of')",274
"('the', 'same')",274
"('balikat', 'ko')",273
"('namin', 'ay')",273
"('sa', 'ating')",272
"('ko', 'agad')",272
"('hinawakan', 'ko')",272
"('tanong', 'sa')",272
"('bumukas', 'ang')",272
"('ng', 'pintuan')",272
"('inspector', 'cha')",272
"('kaming', 'lahat')",272
"('you', 'i')",271
"('ito', 'nang')",271
"('si', 'mang')",271
"('nakatingin', 'lang')",271
"('harap', 'ng')",271
"('ngunit', 'napatigil')",271
"('ng', 'babaeng')",271
"('nagsalita', 'si')",271
"('looking', 'at')",271
"('mga', 'anak')",270
"('natapos', 'ang')",270
"('maganda', 'ang')",270
"('ng', 'mata')",270
"('ko', 'talaga')",270
"('ba', 'naman')",270
"('kay', 'salome')",269
"('ng', 'kamay')",269
"('na', 'ring')",269
"('ni', 'leon')",269
"('so', 'much')",269
"('kapatid', 'ko')",269
"('na', 'dahil')",269
"('mo', 'rin')",268
"('with', 'you')",268
"('na', 'sigaw')",268
"('mismo', 'ang')",268
"('anak', 'ni')",268
"('said', 'at')",268
"('mga', 'tauhan')",268
"('sa', 'kung')",268
"('celestina', 'at')",267
"('sa', 'hagdan')",267
"('at', 'pilit')",267
"('napalingon', 'ako')",267
"('si', 'marcus')",266
"('malalim', 'na')",266
"('each', 'other')",266
"('ilang', 'araw')",266
"('iyon', 'ng')",266
"('sa', 'lalaking')",266
"('ko', 'muna')",266
"('noo', 'ni')",266
"('pala', 'si')",265
"('ng', 'hagdan')",265
"('to', 'get')",265
"('tulad', 'ng')",265
"('ba', 'akong')",265
"('dahil', 'biglang')",265
"('ng', 'anak')",264
"('in', 'this')",264
"('kung', 'gaano')",264
"('pinagmamasdan', 'ang')",264
"('ilang', 'segundo')",263
"('i', 'thought')",263
"('ang', 'atensyon')",263
"('sa', 'pagitan')",263
"('tingin', 'ang')",263
"('lets', 'go')",263
"('tumango', 'naman')",263
"('sa', 'tanong')",262
"('at', 'muling')",262
"('siya', 'pero')",262
"('because', 'i')",262
"('isang', 'tao')",262
"('sigaw', 'ng')",261
"('nang', 'makarating')",261
"('aking', 'kamay')",261
"('tabi', 'niya')",261
"('paano', 'kung')",261
"('ang', 'bawat')",261
"('with', 'the')",261
"('ni', 'kihyun')",261
"('tuluyan', 'nang')",260
"('ang', 'hindi')",260
"('tingin', 'niya')",260
"('wala', 'sa')",260
"('lahat', 'na')",260
"('ng', 'gabi')",259
"('nagtatakang', 'tanong')",259
"('ngunit', 'sa')",259
"('ni', 'supremo')",259
"('ni', 'niyong')",259
"('to', 'see')",259
"('isang', 'lalaki')",259
"('ni', 'hukom')",259
"('lady', 'grenda')",258
"('ang', 'ibang')",258
"('papaano', 'ay')",258
"('hindi', 'kami')",258
"('at', 'kinuha')",258
"('ni', 'lorenzo')",258
"('he', 'is')",258
"('ako', 'kaya')",257
"('ay', 'parang')",257
"('ka', 'nang')",257
"('takot', 'na')",257
"('natigilan', 'ako')",256
"('si', 'henry')",256
"('ng', 'ulo')",256
"('ako', 'bago')",255
"('kaniyang', 'kamay')",255
"('ikaw', 'na')",255
"('ni', 'alaska')",255
"('napatigil', 'si')",255
"('ng', 'alak')",255
"('like', 'that')",254
"('sa', 'pagkain')",254
"('that', 'was')",254
"('anong', 'nangyari')",254
"('ano', 'na')",254
"('ngayon', 'dahil')",253
"('na', 'mahal')",253
"('why', 'are')",253
"('salome', 'ang')",253
"('ako', 'saka')",253
"('na', 'sya')",253
"('lalo', 'akong')",253
"('mga', 'estudyante')",253
"('nakita', 'niya')",253
"('mga', 'kasamahan')",253
"('just', 'a')",253
"('doña', 'emilia')",252
"('ka', 'rin')",252
"('sa', 'huling')",252
"('ko', 'pang')",252
"('kami', 'at')",252
"('ako', 'kasi')",252
"('sa', 'itaas')",252
"('dahil', 'alam')",252
"('si', 'lorenzo')",252
"('tawag', 'ni')",252
"('no', 'one')",252
"('sa', 'isip')",252
"('martin', 'na')",252
"('sa', 'babaeng')",251
"('mata', 'nito')",251
"('ng', 'bintana')",251
"('its', 'not')",251
"('ulit', 'sa')",251
"('i', 'smiled')",251
"('kasama', 'ko')",251
"('pati', 'na')",250
"('ni', 'ginoong')",250
"('dalawa', 'ni')",250
"('na', 'kanina')",250
"('ang', 'huling')",250
"('me', 'a')",250
"('si', 'gian')",250
"('kaibigan', 'ko')",249
"('sinubukan', 'kong')",249
"('be', 'a')",249
"('pagkatapos', 'ay')",249
"('na', 'itong')",249
"('talaga', 'siya')",249
"('tuluyan', 'na')",249
"('ay', 'walang')",248
"('maestra', 'villareal')",248
"('sirene', 'at')",248
"('sila', 'at')",248
"('si', 'batchoy')",248
"('sa', 'sakit')",248
"('ka', 'nga')",248
"('ang', 'nararamdaman')",248
"('ngayon', 'na')",248
"('ng', 'araw')",247
"('at', 'ngumiti')",247
"('mata', 'ng')",247
"('kaniyang', 'puso')",247
"('mama', 'at')",247
"('kama', 'at')",247
"('na', 'tugon')",247
"('pamilyar', 'na')",247
"('di', 'ba')",246
"('dami', 'ng')",246
"('namin', 'si')",246
"('what', 'do')",246
"('ikaw', 'ay')",246
"('rin', 'siyang')",246
"('muli', 'ni')",246
"('ni', 'night')",246
"('tibok', 'ng')",246
"('nagtungo', 'sa')",246
"('natin', 'ang')",245
"('at', 'her')",245
"('hindi', 'nga')",245
"('iyon', 'hindi')",245
"('ako', 'dito')",245
"('nakatingin', 'ng')",245
"('kinuha', 'niya')",245
"('parang', 'hindi')",245
"('ko', 'namalayan')",245
"('and', 'he')",245
"('naramdaman', 'kong')",244
"('akalain', 'na')",244
"('sa', 'noo')",244
"('ang', 'lumipas')",244
"('gusto', 'mong')",244
"('pero', 'bakit')",244
"('din', 'niya')",243
"('kaya', 'ang')",243
"('iyong', 'ama')",243
"('ang', 'tungkol')",243
"('ang', 'dami')",243
"('sa', 'isatisa')",243
"('paliwanag', 'ni')",243
"('ayos', 'lang')",242
"('sa', 'galit')",242
"('lahat', 'at')",242
"('ang', 'sinasabi')",242
"('rin', 'sila')",241
"('sabay', 'abot')",241
"('juanito', 'sa')",241
"('tumayo', 'si')",241
"('niya', 'dahilan')",241
"('natawa', 'na')",240
"('all', 'of')",240
"('ibang', 'tao')",240
"('bag', 'ko')",240
"('niyon', 'ay')",240
"('tumigil', 'ang')",240
"('ni', 'heneral')",240
"('sa', 'katawan')",240
"('mo', 'ko')",240
"('why', 'i')",240
"('bumalik', 'na')",239
"('maging', 'si')",239
"('buhay', 'ko')",239
"('iyon', 'ni')",239
"('paligid', 'at')",239
"('huwag', 'ka')",239
"('pero', 'agad')",239
"('sa', 'silid')",239
"('ngayon', 'hindi')",239
"('sabihin', 'mo')",239
"('aling', 'coring')",239
"('kasabay', 'ng')",239
"('ni', 'angel')",239
"('pangalan', 'ng')",239
"('ang', 'katawan')",239
"('rito', 'sa')",238
"('at', 'akmang')",238
"('na', 'isang')",238
"('mukha', 'ng')",238
"('tayo', 'ng')",238
"('lang', 'siyang')",237
"('that', 'he')",237
"('ba', 'si')",237
"('bigla', 'niyang')",237
"('na', 'kahit')",237
"('dumating', 'ang')",237
"('si', 'aling')",236
"('nakasuot', 'ng')",236
"('nikolas', 'na')",236
"('ngayon', 'ni')",236
"('lang', 'hindi')",236
"('tumingin', 'ako')",236
"('bigla', 'kong')",236
"('this', 'time')",235
"('rin', 'kami')",235
"('mo', 'si')",235
"('what', 'are')",235
"('malaki', 'ang')",235
"('isa', 'pang')",235
"('at', 'kahit')",235
"('the', 'hell')",235
"('wala', 'nang')",234
"('ako', 'i')",234
"('habang', 'nakatitig')",234
"('tahimik', 'lang')",234
"('to', 'say')",234
"('ng', 'sasakyan')",234
"('don', 'samuel')",234
"('umiling', 'ako')",234
"('sa', 'isat')",234
"('ang', 'bahala')",234
"('ko', 'kanina')",233
"('si', 'fate')",233
"('talaga', 'ng')",233
"('muli', 'si')",233
"('heneral', 'seleno')",233
"('ni', 'lady')",233
"('niyo', 'po')",233
"('ko', 'sana')",233
"('ay', 'nakita')",233
"('hawak', 'sa')",232
"('to', 'her')",232
"('babae', 'sa')",232
"('sinasabi', 'niya')",232
"('kay', 'sirene')",232
"('pala', 'sa')",232
"('ito', 'hindi')",232
"('napatingin', 'siya')",231
"('sa', 'kotse')",231
"('of', 'his')",231
"('ako', 'lang')",231
"('lady', 'astra')",231
"('hawak', 'ko')",231
"('all', 'the')",231
"('ang', 'naging')",231
"('martin', 'ang')",231
"('my', 'lips')",231
"('at', 'bigla')",230
"('sa', 'panahong')",230
"('ng', 'matanda')",229
"('niyang', 'sabi')",229
"('ang', 'lakas')",229
"('ang', 'tinutukoy')",229
"('see', 'you')",229
"('patuloy', 'ko')",229
"('sakin', 'na')",229
"('sarili', 'sa')",229
"('sirene', 'na')",229
"('as', 'he')",228
"('nang', 'maramdaman')",228
"('aking', 'puso')",228
"('sasabihin', 'dahil')",228
"('tumango', 'na')",228
"('sa', 'ibabaw')",228
"('sambit', 'ni')",228
"('ang', 'paningin')",227
"('sa', 'ere')",227
"('sinasabi', 'ko')",227
"('huminga', 'ako')",227
"('ni', 'theresita')",227
"('hindi', 'nya')",227
"('agad', 'ko')",227
"('si', 'ginoong')",227
"('sila', 'ay')",226
"('ng', 'kaunti')",226
"('was', 'the')",226
"('ko', 'bago')",226
"('ni', 'miesza')",226
"('to', 'know')",226
"('with', 'my')",226
"('mabuti', 'ang')",226
"('ni', 'doña')",226
"('naman', 'po')",226
"('ngunit', 'wala')",226
"('lord', 'severo')",226
"('dumating', 'si')",225
"('lot', 'of')",225
"('na', 'sagot')",225
"('is', 'not')",225
"('siya', 'hindi')",225
"('sa', 'daan')",225
"('pa', 'pala')",225
"('look', 'at')",224
"('sabay', 'hawak')",224
"('bata', 'pa')",224
"('habang', 'nasa')",224
"('the', 'one')",224
"('beses', 'na')",224
"('si', 'manang')",224
"('mo', 'ng')",224
"('ni', 'erikson')",224
"('sunodsunod', 'na')",224
"('tao', 'ang')",224
"('fidel', 'at')",224
"('is', 'it')",223
"('si', 'tita')",223
"('tingin', 'mo')",223
"('dulo', 'ng')",223
"('at', 'lumabas')",223
"('ang', 'tatlong')",223
"('ngayon', 'lang')",223
"('guardia', 'personal')",223
"('ang', 'inyong')",222
"('dahandahan', 'akong')",222
"('i', 'told')",222
"('ba', 'tanong')",222
"('babae', 'at')",222
"('sino', 'ba')",222
"('mga', 'bagay')",222
"('ang', 'magiging')",221
"('na', 'natin')",221
"('ni', 'rence')",221
"('para', 'mas')",221
"('celestina', 'ang')",221
"('thats', 'why')",221
"('tumayo', 'at')",221
"('about', 'to')",221
"('ng', 'aming')",220
"('let', 'me')",220
"('at', 'nagsimula')",220
"('naman', 'pala')",220
"('parang', 'biglang')",220
"('ng', 'loob')",220
"('nila', 'ni')",220
"('kasama', 'si')",220
"('i', 'feel')",220
"('kayo', 'ni')",219
"('batid', 'kong')",219
"('back', 'to')",219
"('ang', 'kapatid')",219
"('kuya', 'miggy')",219
"('ng', 'paraan')",218
"('pintuan', 'ng')",218
"('can', 'i')",218
"('ko', 'nalang')",218
"('pang', 'mga')",218
"('sa', 'sofa')",218
"('ang', 'daan')",218
"('kaniyang', 'sasabihin')",218
"('bahay', 'na')",218
"('pero', 'alam')",218
"('ang', 'totoong')",218
"('mga', 'kaklase')",217
"('tabi', 'ni')",217
"('habang', 'nakangiti')",217
"('as', 'a')",217
"('the', 'only')",217
"('isa', 'pa')",217
"('napatingin', 'si')",217
"('pala', 'siya')",217
"('ni', 'marcus')",217
"('anak', 'ko')",216
"('na', 'iyan')",216
"('first', 'time')",216
"('nang', 'magsalita')",216
"('sa', 'ibaba')",216
"('of', 'you')",216
"('agad', 'ako')",216
"('ng', 'kilay')",216
"('mo', 'at')",216
"('dont', 'worry')",216
"('ito', 'dahil')",215
"('si', 'lady')",215
"('i', 'still')",215
"('napalingon', 'naman')",215
"('mang', 'eslao')",215
"('mga', 'sinabi')",215
"('man', 'ang')",215
"('you', 'need')",215
"('kanyang', 'mukha')",215
"('ang', 'dapat')",214
"('ni', 'feliciano')",214
"('ng', 'baril')",214
"('ng', 'tulong')",214
"('saan', 'ka')",214
"('nikolas', 'ang')",214
"('ang', 'phone')",214
"('salome', 'na')",213
"('nasa', 'harapan')",213
"('kaniya', 'hindi')",213
"('in', 'his')",213
"('naman', 'silang')",213
"('kanilang', 'dalawa')",213
"('sa', 'simbahan')",213
"('ng', 'kotse')",213
"('but', 'he')",213
"('labi', 'ko')",213
"('si', 'niyong')",213
"('binuksan', 'ang')",212
"('at', 'hinila')",212
"('gabi', 'na')",212
"('sa', 'dalawang')",212
"('na', 'kulay')",212
"('hindi', 'dapat')",212
"('ngiti', 'ko')",212
"('ni', 'jen')",212
"('ng', 'kama')",212
"('wala', 'rin')",212
"('ang', 'binata')",212
"('gaya', 'ng')",212
"('lamang', 'siya')",212
"('saka', 'naglakad')",211
"('is', 'that')",211
"('napahawak', 'ako')",211
"('naman', 'kaming')",211
"('na', 'puno')",211
"('naman', 'kasi')",211
"('na', 'kailangan')",211
"('sa', 'pisngi')",211
"('nilang', 'dalawa')",211
"('sa', 'pwesto')",211
"('ibabaw', 'ng')",211
"('nawala', 'ang')",211
"('time', 'i')",211
"('lang', 'yung')",211
"('kay', 'sebastian')",210
"('tahimik', 'na')",210
"('ng', 'may')",210
"('lolo', 'gil')",210
"('reklamo', 'ni')",210
"('sa', 'atin')",210
"('pero', 'may')",210
"('mo', 'nga')",210
"('ang', 'tanging')",209
"('like', 'this')",209
"('takbo', 'ng')",209
"('ang', 'dibdib')",209
"('can', 'you')",209
"('tingin', 'ni')",209
"('ko', 'ulit')",209
"('tingin', 'kay')",209
"('bakit', 'ako')",209
"('sa', 'salas')",209
"('iba', 'ang')",209
"('lang', 'pala')",208
"('sa', 'dami')",208
"('at', 'isang')",208
"('manang', 'dominga')",208
"('ng', 'kalesa')",208
"('ng', 'buwan')",208
"('ito', 'ni')",208
"('yung', 'sasabihin')",208
"('nila', 'si')",207
"('it', 'i')",207
"('aling', 'pacing')",207
"('phone', 'ko')",207
"('si', 'ramcel')",207
"('ama', 'sa')",207
"('humingi', 'ng')",207
"('pero', 'parang')",207
"('i', 'did')",207
"('buhay', 'na')",206
"('mahal', 'na')",206
"('hindi', 'kita')",206
"('madilim', 'na')",206
"('si', 'mozy')",206
"('gusto', 'niyang')",206
"('it', 'is')",206
"('his', 'head')",206
"('ng', 'taong')",206
"('at', 'baka')",206
"('sumunod', 'sa')",206
"('ba', 'yung')",206
"('na', 'isa')",206
"('bahay', 'at')",206
"('patay', 'na')",205
"('commander', 'dado')",205
"('habang', 'patuloy')",205
"('mga', 'damit')",205
"('kay', 'sir')",205
"('tama', 'nga')",205
"('anak', 'na')",205
"('mo', 'tanong')",205
"('rin', 'na')",205
"('sa', 'salamin')",204
"('of', 'them')",204
"('sa', 'malaking')",204
"('kaya', 'nga')",204
"('tunay', 'na')",204
"('kind', 'of')",204
"('ni', 'nay')",203
"('puso', 'niya')",203
"('kita', 'sa')",203
"('ni', 'hindi')",203
"('si', 'papa')",203
"('kanina', 'sa')",203
"('to', 'make')",203
"('si', 'miesza')",203
"('at', 'ako')",202
"('tingin', 'si')",202
"('utak', 'ko')",202
"('alejandro', 'at')",202
"('sa', 'kinatatayuan')",202
"('na', 'kasi')",202
"('na', 'mukhang')",202
"('do', 'it')",202
"('ng', 'tatlong')",202
"('din', 'ni')",202
"('sa', 'dulo')",202
"('bakit', 'ang')",202
"('ng', 'school')",202
"('naabutan', 'ko')",202
"('tumango', 'lang')",202
"('away', 'from')",202
"('with', 'her')",202
"('na', 'huwag')",202
"('baka', 'may')",201
"('kayat', 'hindi')",201
"('he', 'just')",201
"('sabihin', 'sa')",201
"('na', 'ngiti')",201
"('ang', 'batang')",200
"('ibig', 'mong')",200
"('sigaw', 'niya')",200
"('sa', 'bulsa')",200
"('ang', 'cellphone')",200
"('my', 'mind')",200
"('hindi', 'namin')",200
"('noon', 'sa')",200
"('si', 'josefina')",200
"('dont', 'have')",200
"('tanong', 'pa')",200
"('na', 'ginawa')",200
"('of', 'a')",200
"('its', 'a')",200
"('wika', 'ng')",200
"('ang', 'malakas')",200
"('akin', 'ng')",200
"('sa', 'malayo')",200
"('sa', 'kalangitan')",200
"('you', 'for')",200
"('gusto', 'niya')",199
"('stared', 'at')",199
"('manang', 'estelita')",199
"('makapal', 'na')",199
"('sa', 'maliit')",199
"('pa', 'lamang')",199
"('ang', 'bagay')",199
"('ang', 'kulay')",199
"('batid', 'niyang')",199
"('celestina', 'na')",198
"('kaniyang', 'ina')",198
"('si', 'karis')",198
"('lumapit', 'ako')",198
"('magkaroon', 'ng')",198
"('ni', 'athena')",198
"('i', 'tried')",198
"('galing', 'sa')",198
"('nightmare', 'at')",198
"('sabay', 'na')",197
"('na', 'kasama')",197
"('made', 'me')",197
"('lalaking', 'iyon')",197
"('paningin', 'ko')",197
"('ka', 'niya')",197
"('ko', 'tuloy')",197
"('ang', 'kilay')",197
"('ni', 'alex')",197
"('ni', 'helena')",197
"('trying', 'to')",197
"('ay', 'tila')",197
"('audrey', 'sa')",197
"('ni', 'minhyuk')",197
"('ng', 'katawan')",197
"('papel', 'na')",196
"('i', 'wanted')",196
"('the', 'door')",196
"('ako', 'sayo')",196
"('kasama', 'niya')",196
"('ng', 'silid')",196
"('hindi', 'bat')",196
"('utos', 'ni')",196
"('saka', 'tumingin')",196
"('ang', 'ating')",196
"('napangiti', 'na')",196
"('ang', 'tanong')",196
"('batang', 'babae')",195
"('magsalita', 'si')",195
"('ang', 'pisngi')",195
"('know', 'how')",195
"('you', 'cant')",195
"('ay', 'biglang')",195
"('the', 'most')",195
"('hawak', 'ang')",195
"('nagpatuloy', 'na')",195
"('sirene', 'sa')",195
"('mata', 'sa')",195
"('makapaniwala', 'na')",195
"('just', 'like')",195
"('sa', 'matinding')",195
"('kamay', 'ng')",195
"('lamang', 'sa')",194
"('din', 'sila')",194
"('ng', 'ganito')",194
"('alam', 'niyang')",194
"('ang', 'tawag')",194
"('asked', 'him')",194
"('at', 'tumango')",194
"('pangalan', 'ko')",194
"('you', 'think')",194
"('na', 'maging')",194
"('si', 'zian')",194
"('sa', 'daungan')",193
"('ginagawa', 'niya')",193
"('abala', 'sa')",193
"('gumawa', 'ng')",193
"('si', 'erikson')",193
"('kay', 'lucas')",193
"('now', 'i')",193
"('iyon', 'dahil')",193
"('at', 'ilang')",193
"('i', 'would')",193
"('me', 'that')",193
"('pagkatapos', 'ng')",193
"('what', 'he')",193
"('na', 'namang')",192
"('na', 'nakaupo')",192
"('ang', 'malaking')",192
"('sa', 'dalaga')",192
"('of', 'this')",192
"('kailangan', 'mo')",192
"('mga', 'salitang')",192
"('at', 'tinignan')",192
"('si', 'zion')",192
"('kapag', 'may')",191
"('huwag', 'na')",191
"('binuksan', 'ko')",191
"('gobernador', 'flores')",191
"('pa', 'siyang')",191
"('nila', 'ay')",191
"('hindi', 'talaga')",191
"('dahil', 'mukhang')",191
"('ang', 'damit')",191
"('pangalan', 'ni')",191
"('bahay', 'ni')",191
"('para', 'lang')",191
"('didnt', 'know')",191
"('he', 'didnt')",191
"('about', 'it')",191
"('huwag', 'mong')",190
"('kay', 'martin')",190
"('ang', 'dugo')",190
"('sa', 'nangyari')",190
"('out', 'a')",190
"('i', 'do')",190
"('ang', 'ginagawa')",190
"('ewan', 'ko')",190
"('lalo', 'nat')",190
"('niyo', 'ang')",190
"('ni', 'mozy')",190
"('na', 'muli')",190
"('at', 'doon')",190
"('anong', 'gagawin')",190
"('din', 'ito')",190
"('kay', 'brix')",190
"('habang', 'hawak')",190
"('ni', 'tonyo')",189
"('harapan', 'niya')",189
"('bago', 'ko')",189
"('sa', 'hukuman')",189
"('kang', 'magalala')",189
"('sa', 'classroom')",189
"('ilang', 'mga')",189
"('noong', 'isang')",189
"('ng', 'kung')",189
"('dito', 'na')",189
"('nga', 'siya')",189
"('na', 'wika')",189
"('i', 'should')",189
"('taon', 'na')",189
"('ibig', 'ko')",189
"('like', 'you')",188
"('wag', 'mo')",188
"('tingin', 'ng')",188
"('kahit', 'kailan')",188
"('kasabay', 'niyon')",188
"('ganda', 'ng')",188
"('nang', 'mapagtanto')",188
"('si', 'william')",188
"('kayong', 'dalawa')",187
"('na', 'suot')",187
"('pa', 'talaga')",187
"('be', 'the')",187
"('tumigil', 'na')",187
"('si', 'ate')",187
"('nagkaroon', 'ng')",187
"('na', 'saad')",187
"('ka', 'talaga')",187
"('kaya', 'agad')",187
"('sa', 'lamesa')",187
"('si', 'helena')",187
"('tawa', 'ni')",187
"('ginoong', 'valdez')",187
"('mo', 'ay')",187
"('ng', 'ating')",186
"('paano', 'mo')",186
"('kami', 'nang')",186
"('kasi', 'hindi')",186
"('they', 'were')",186
"('kanila', 'ang')",186
"('wika', 'nito')",186
"('napansin', 'na')",186
"('po', 'sa')",186
"('tay', 'isko')",186
"('ang', 'itsura')",186
"('sana', 'ang')",186
"('ang', 'usapan')",185
"('boses', 'niya')",185
"('siya', 'habang')",185
"('on', 'her')",185
"('his', 'face')",185
"('lang', 'nila')",185
"('na', 'ikaw')",185
"('aming', 'mga')",185
"('tama', 'na')",185
"('ng', 'puno')",185
"('ang', 'pagkain')",184
"('at', 'lumapit')",184
"('said', 'while')",184
"('at', 'pumasok')",184
"('ang', 'laman')",184
"('mga', 'kasama')",184
"('ng', 'buong')",184
"('i', 'knew')",184
"('mo', 'nang')",184
"('ko', 'wala')",184
"('kanila', 'at')",184
"('ng', 'buhok')",184
"('sa', 'sariling')",184
"('si', 'patricio')",184
"('told', 'me')",184
"('have', 'to')",184
"('a', 'good')",183
"('ngunit', 'ang')",183
"('ang', 'bahay')",183
"('bumaba', 'na')",183
"('i', 'hope')",183
"('ngumiti', 'siya')",183
"('wala', 'pang')",183
"('ng', 'masama')",183
"('hindi', 'niyo')",183
"('si', 'minhyuk')",183
"('nagulat', 'naman')",183
"('tiya', 'mila')",183
"('kay', 'nikolas')",183
"('alam', 'niya')",183
"('ilang', 'oras')",183
"('nga', 'si')",183
"('akong', 'nagawa')",183
"('at', 'umupo')",183
"('kwarto', 'ni')",182
"('na', 'naglalakad')",182
"('mo', 'akong')",182
"('na', 'hangin')",182
"('do', 'that')",182
"('naglakad', 'papunta')",182
"('ayaw', 'mo')",182
"('na', 'gusto')",182
"('naglakad', 'papalapit')",182
"('sapat', 'na')",182
"('mo', 'hindi')",182
"('ng', 'dalawa')",182
"('ng', 'oras')",182
"('lalaki', 'sa')",182
"('mo', 'kung')",182
"('and', 'then')",182
"('at', 'alam')",181
"('mahal', 'ko')",181
"('sabi', 'naman')",181
"('at', 'my')",181
"('nang', 'maalala')",181
"('nang', 'mapansin')",181
"('ng', 'ito')",180
"('reklamo', 'ko')",180
"('lang', 'sana')",180
"('mga', 'libro')",180
"('not', 'a')",180
"('nagulat', 'siya')",180
"('let', 'out')",180
"('ibang', 'mga')",180
"('lang', 'tayo')",180
"('ng', 'malay')",180
